doc_id	text_data	class_type
IL5_NW_020079_20160327_G0040IC1Y	8 ????????? ???? ?????? ??????? ??????? ???  ????? ?? ?????? ??? ???? ???????? ???? ?? ???? ??? ??? ??? ??? ??? ?????? ?? ?? ??’??? ?? ?????? ??? ?? ????? ??? ?? ? ?????? 8 ???? ??? ? ??? ??????? ?????? ????? ????? ????? ?? ???? ??? ???? ?????? ????? ????’?? 8 ???? ????? ?????? ???? ?? ??? ???’???? ???? ??? ??? ?? ?? ??? ?????? ????? ???? ?? ??? ?? ???? ?? ? ??? ???? ???? ????????? ?????? ?????? ????? ????? ??? ?? ???? ????? ?? ???? ?? ????? ??? ?? ??? ????? ????? ???? ?????? ???? ?????? ????’?? ?????’?? ?????? ??? ???? ???? ???? ?????? ???? ????? ????? ????? ?????? ?????’?? ??? ? ??? ????? ?????? ??? ???? ???? ???? ???? ??? ?? ???? ??????? ?? ???? ??? ???????? ??? ??? ?? ????? ????? ????? ???? ??’?? ??? ???? ?? ??? ??? ?????’???? ??? ?????? ??? ??? ???? ???? ?? ??? ??? ?????? ?????? ??? ?? ?? ???? ??? ??? ? ?? 2016 ? “ ????? ???????? ???? ” ?? ??? ??? ??? 8 ???? ?????? ???????? ??? ?? ??? ?????? ?? ? ?? ??? ?? ?? ? ?? ??? ??? ???? ???? ???? ???? ? ?? ???? ??? ??????? ?????? ???? ????? ? ??? ??? ? ?? ???? ?????? ?? ????? ????? ???? ????? ????? ??? ? ????? ???? ??? ??? ?? ???? ? “ ????  ???? ????? ?????? ????? ????? ???????? ???? ????’?????? ???? ???????????? ???? ?? ?” ???? ?? ????? ???? ?? ???? ???? ???? ?? ? ??? ?? ?????? ???? ?????????? ???? ????? ???? ???? ?? ??? ?? ?? ??? ? ?? ??? ?? ???? ??????? ???????????? ????? ?????? ????? ????? ?????????? ???? ??? ?? ???? ??’?? ????? ???? ?’????????? ?????? ??? ? ?????? ???? ?? ???? ?? ?? ??? ??? ?? ???? ??? ??????? ???? ??? ??? ???’??? ?? ??? ??? ???? ???? ????? ???????? ???? ???????? ????? ??? ???? ????? ?????? ? ?? ??? ???? ???? ??? ??????? ?????? ???????????? ?? ???? ?? ?? ??? ????? ??? ???? ???? ???? ???? ???? ???? ?????? ???? ????? ???? ??? ???? ???? ????? ?? ? ?? ???? ???????? ??’??? ??? ??? ???? ?? ??????? ???? ??????? ??? ??? ??? ???? ???? ???? ?? ??? ????? ????? ?? ? ?? ?? ?? ??? ???? ??????? ??? ??? ??? ??? ???? ?? ???? ??’?? ? ??? ???’? ???? ???? ???? ?????? ???? ? ??? ???? ???? ?????? ???? ???? ? ? ???? ??? ? ?? ??????? ??????? ?????????? ???? ?? ??? ?? ?? ????? ??? ??? ??? ?? ???? ???? ?? ????? ?????? ?????? ?????? ?????? ???? ?? ? ?? 21 ?????? ???? ???? ???? ??? ???? ?????? ???? ????? ????? ??? ??????? ??????? ???? ?? ??? ??? ?????? ??? ???????? ?? ????? ????? ? ???? ??????? ?? ???? ???? ?? ?? ??? ?? ????? ????? ????? ?? ??? ?????’? ????? ????? ? ??? ?? ?????? ???? ???? ?????? ???? ?? ????? ????? ?? ?? ??? ??? ????? ?????? ? ?? ???? ???? ?????? ????? ?????? ??? ?? ????? ???? ??’???? ????? ??? ?????? ?? ?? ?? ????? ??? ????? ?????? ???? ???? ??????? ? ?? ???? ?????? ?? ??? ????? ????? ???? ?????? ????? ?????? ??? ???? ???? ?? ??? ????? ????’?? ????? ???? ???? ?? ? ??? ??? 40 ??? ???? ? ???? ??’???? ????? ?? ??? ???? ?????? ?? ????? ??? ?? ??? ??? ???? ?? ?????? ??????? ?? ????? ??? ???? ???? ? ?? ???? ???????? ?????? ?? ????? ?? ???? ????? ??? ?????? ????? ?????? ???? ??????? ??? ?? ??? ???? ????? ????? ??? ?? ?? ???? ??? ?? ??? ?? ????? ??? ????? ?????? ?? ???’??? ? ?? ?? ?????????? ?????? ??????? ????? ????? ???????? ????? ????? ???? ?? ????? ????? ??? ???? ??????? ?????????? ???? ??? ????’?? ???? ??’?? ????? ????? ????? ???? ?? ????????? ?? ????? ?? ????? ????????? ??? ??? ?????? ?????? ???? ????? ?? ????? ????? ??? ??????? ???? ???’??? ???? ??? ??? ??? ?? ??? ?? ??? ????? ??? ????? ??? ?? ????? ?????? ???? ?????? ?? ? ??? ???? ?????? ??? ?? ?? ?? ?? ???? ?????? ???? ??????? ?????? ???? ???? ????? ????? ???’???????? ???? ???? ?????? ???? ??? ??????? ????????? ????? ????? ?????? ???? ?????? ??????? ?? ? ?? ??? ??? ?? ?? ??’?? ?? ?? ??? ??? ?? ? ” ?? ?? ? ?? ?? ??? ???????? ?? ?? ?” ??? 50 ??? ????????? ?? ????? ? ??’?? ?? ??? ???? ?? ???? ??? ?? ?? ?? ??? ???  ??? 10 ??? ??????? ???? ??? ?? ???? ?????? ????? ?? ????? ?? ? ?? ??? ??? ??? ? “ ???’? ? ??? ???? ?? ???? ??? ???? ” ?? ??? ??? ??? ???? ??? ??? ?’?? ????? ?? ??????? ??? ???? ???? ?????? ???? ???? ?? ????? ?????? ??? ?????? ??? ?? ? ?? ???? ??? ??????????? ??? ?????? ??? ? ??’?? ???? ??? ??? ???? ???? ?? ????? ???? ?? ??????? ???? ???? ???? ??? ??? ??? ???? ?? ? ???? ?? ?????? ????? ?? ???? ?????? ?? ????? ???? ???? ??? ???? ????? ?????? ?????? ???? ???? ? “ ?? ??? ????????? ??? ???? ????? ?????? ?? ????? ??? ????? ??????????? ???? ???? ????? ??????????? ???????????? ?? ?? ???? ???’? ?” ??? ??? ???? ???? ??? ???? ?? ? ?? ????? ?? ?? ??? ????? ?????? ???? ??? ?????? ?? ???? ???? ?? ?? ??? ???? ????? ?? ?? ??? ???? ??????? ????? ?????? ?????????? ?????? ?? ????? ??? ?????? ??? ??? ?? ?? ????????? ?? ??? ??? ??? ?? ?? ???? ????? ?? ? 8 ???? ? ???? ??? ??? ????? ???? ??? ?? ????? ?? ?????? ?????? ? ???? ????? ????? ??? ????? ??? ???? ? ?????? ????? ?? ??????? ?? ??? ???? ?????? ??????? ???????????? ??? ???? ????????? ????? ????? ????? ?????? ?? ?? ??? ????? ??? ? ?? ????? ??????????? ?? ????? ???? ?? ?????? ? ??????? ?? ???? ???? ?? ???? ????? ???? ???? ???? ?????? ??????? ??? ?? ????? ???’??? ?????? ??? ???? ??? ?? ? ??? ?? ???????? ??? ???? ?????? ????? ?? ??? ????? ???? ??? ???? ?? ????? ?? ???? ???? ???? ??????? ??? ??? ????? ????? ? ?? ?? ???? ????????? ??????? ??????? ????? ???? ??? ??? ????? ?? ? ??? ????? ???? ????? ???? ???? ???? ??? ???? ??????? ?????? ????? ????? ???? ????? ??? ?? ?????? ? ??? ???? ?? ?????? ???? ?? ?? ???? ??? ???? ??? ???? ?????? ??? ?? ????? ?? ?????? ???? ???? ????? ???? ????? ??? ??? ?? ?? ? ?? ????? ????? ???? ?? ????? ?? ????? ? “ ??? ?????  20  ?? ?? ??????? ?? ????? ??? ? ?? ?? ???? ??? ??? ?? ??? ???? ? ???? ???? ??? ?? ????? ????? ???? ?? ? ??? ???? ?? ?? ??? ???? ???? ??? ???? ???? ??’?? ??? ???? ???? ?????’? ??? ?????? ???? ???? ????? ????? ??? ?? ????? ?? ???? ??? ?? ?? ?? ??? ???? ???? ????? ??? ?? ??? ??? ???? ??? ??? ???? ??? ???? ?? ? ?? ??? ??? ??? ?????’??? ?????? ?? ????? ???? ?? ??? ???? ????? ? ???? ?????? ???????? ?? ??? ?? ???? ??? ???? ???? ???? ???? ??? ???? ???? ?? ??? ?????? ?? ? 8 ???? ??? ????? ???? ??? ????? ??? ????? ??? ?? ??? ??????????????? ????? ????? ???? ????? ????? ?????? ???? ??????? ??? ???? ??? ????? ??? ???????? ?????? ??????? ?????????? ??? ???? ????? ?? ? ?? ???? ????????? ??????????? ? ??’??? ?? ??? ??? ???? ??? ??? ?????????????? ???? ? ?? ?? ???? ???? ????’?? ??? ????? ????? ? ?? ?? ??? ???? ??? ?????? ??? ???? ??? ???????? ???? ????? ??? ?? ????? ????? ?? ??? ???? ?? ?? ??? ??? ???? ????? ???? ????? ????? ??? ??? ???? ???? ???? ???? ????? ?? ?????? ???? ??? ?? ??? ??? ?????? ??? ??? ???? ??? ??? ?? ???? ????? ??? ???? ?????? ??? ?? ???  ?? ???  ?? ?????? ???? ?? ???? ??? ? ?? ??? ???? ???? ? ?? ???? ???? ???? ??? ???? ? ?? ??? ? ?? ??? ???? ? ???? ?? ????? ??? ? ??? ??? ? ?? ??? ???? ? ??? ???? ?? ???? ??? ? ??? ?????? ????? ???? ? ???? ??? ?? ?? ???? ? ??? ???? ? ?? ??? ????? ? ??? ?? ???? ????? ????? ? ???? ???’? ??? ???? ?? ???? ??’?? ??? ????? ? ??????? ??? ? ??????? ???? ?????? ???? ???? ?? ??????’????? ???? ??’? ????’? ???? ?	unk
IL5_WL_020506_20170217_H0040MDR4	?????? ??? ??? ? ????? ???  ?? ????? ???? ????? ??? ??? ????? ???? ?? ?? ????? ????? ?? ???? ???? ??? ??? ?? ???? ??? ??????? ? ????? ?? ???? ?? ?? ?? ?????? ???? ??? ??? ?????? ???? ?? ???? ???? ?????? ????? ????? ???? ???? ???? ?? ??? ???? ????? ????? ?? ?????? ???? ??? ????? ???? ????? ???? ?? ??? ?? ???? ?? ????? ??? ??? ????? ????? ??? ? ?? ?? ?? ????? ??? ?? ??? ??? ??? ???? ???? ???? ???? ? ??? ??? ?? ???? ??????? ???? ???? ?????? ???? ?? ???? ?? ???? ?? ?? ???? ??? ??? ????? ?? ? ??? ?? ?? ?? ??? ???? ?? ???? ??’?? ?? ??? ??? ?? ??? ???? ???? ???? ????? ????? ?????? ???? ???? ?????? ???? ?? ???? ? ??? ?? ?? ????? ???? ??? ???? ???? ????? ?????? ??? ??? ??? ?? ?? ??? ?? ???? ?? ?? ? ?? ??? ??? ???? ???? ?? ?? ??? ????? ??? ?? ??? ???? ????? ????? ???? ?? ???? ???? ?? ?????? ??? ??? ?? ???? ? ?? ??? ????? ????? ???? ????? ??? ??? ????? ??? ? ?? ??????? ??? ??? ??? ?? ???? ??? ???? ??? ???? ?? ???? ??? ?????? ????? ?? ?? ???? ??? ??? ??? ????? ????? ?????? ???? ??? ??? ???? ???? ? ????? ???????? ?? ???? ???? ?? ???? ???? ???? ???? ????? ?? ????? ??? ????? ???????? ? ?? ??? ???? ??? ?? ???? ???? ????? ????? ???? ?? ???? ????? ?? ??? ??? ?? ??? ???? ?? ??? ?? ??? ??? ??? ???? ????? ?? ????? ???? ? ??? ??? ???? ??? ????? ???? ?? ?? ??? ????? ??? ???? ?? ??? ????? ????? ????? ?? ???? ??? ????? ??? ???? ????? ?? ???? ? ????? ??? ????? ?????? ??’? ???? ????? ???? ?? ??? ??????? ???? ????? ??? ???? ??? ? ?? ????? ????? ???? ???? ?? ? ??? ?? ??? ?? ??? ??? ?? ???? ??????? ???? ????? ???? ???? ????? ???? ????? ???? 20 ???? ???? ????? ??????? ??? ?????? ??? ??? ??? ???? ??????? ???? ???? ????? ?? ???? ??? ???? ?? ? ????? ?? ?? ?? ???? ???? ???? ???? ?? ???? ??? ? ?????? ? ?? ????? ??????? ????????? ?????? ???? ?????? ?? ????? ???? ???? ??? ?????? ?? ??? ???? ?? ?? ?? ? ??? ?? ?? ??? ???? ?? ???? ???? ???? ????? ?? ????? ?? ?? ??? ??? ?? ?? ?? ??? ? ????? ?? ?? ??? ??? ?? ??? ???? ??? ?? ??? ????? ???? ?? ??? ???? ??? ?? ?? ???? ?? ??? ?????? ?? ??????? ???? ????? ???? ????? ?? ?????? ??? ???? ???? ??? ???? ?? ???? ??? ???? ???? ??????? ? ????? ?? ?? ???? ???? ?? ????? ????? ???? ? ???? ???? ??? ??? ??? ???? ?? ???? ??? ?? ???? ???? ??? ?? ??? ?? ??? ?? ??? ??? ????? ????? ???? ???? ?? ?? ??? ?? ???? ?? ??? ????? ?????? ??? ??? ?????  ? ?	nondomain
IL5_SN_000370_20160412_G0T0009F3	????? ?????? ???? ??? ????? ???? ??????’? ??? ????  ?? ???? ???? ??? ?? ???? ????? ??? ????? ??? ???? ?? ???	nondomain
IL5_SN_000370_20150801_G0T000EE3	#youtube ERiTV Interview with Daniel Teklehaimanot  Merhawi Kudus Tour de France 2015  Eritrea	unk
IL5_SN_000370_20151104_H0T0066TD	Watching New Ethiopia Orthodox Mezmur By Tewdros Yosef  Lamesgeneh newu on	unk
IL5_NW_020060_20151001_G0040EYIL	?? ??? ???? ???? ? ????? ????? ???? ????? ?????? ??? ????? ???? ?????? ?? — ?? ?80 ???? ??? ?????? ????? ? ?85 ?? ????? ??? ?????? ????? ? ??? ????? ???? ???? ???? ????? ???? ? “ ?? ????? ???? ???? ??? ??? ??? ?? ??? ???? ? ?????? ?? ??? ?? ” ?? ? ??? ???? ???? ???? ???? ? ?? ???? ?? ?????? ???? ????? ?? ????? ???? ?? ???? ???? ??? ?	unk
IL5_SN_000370_20170512_H0T006927	#ETHIOPIA ???? ???? ??? ??? ???? ????? ???? Conjoined twin born in north Shewa Debrebrhan City	unk
IL5_SN_000370_20151122_G0T000FJE	ESAT Bezhi Samint Fekade Shewakena  Ermias Legesse 22 November 2015	unk
IL5_SN_000370_20151026_G0T000EIC	@StainSeb ata wedi selam habo  Intay zgebere sebyu ksab kindizi teseratiyo zelekha  Miskinay  Nezen zeyteqma ametat si qeniikalu  Hahahaha	unk
IL5_SN_000370_20160203_G0T0009W6	??? ????? ???? ??? ??? ?? ???? ????  ??????? ?? ??? ??? ????? ???? ??? ?? ??? ??? ? ???? ??? ?? ???? ?????? ?	nondomain
IL5_SN_000370_20161107_H0T0067QB	Dr Tedros Adhanom Humiliated at @WHO DirectorGeneral Candidates Forum  #Ethiopia	unk
IL5_NW_020060_20151209_G0040EYLT	??? ?? ??? ? ?? ??? ????  2? ???  ?????? — ????? ???? ???? ??? ?? ??? ?? ??? ???? ??? ???? ?????? ??? ???? ?????? ????????? ?? ??? ???? ???? ???? ???? ??? ????? ?????? ???? ??? ????? ??? ???? ??? ????????? ??? ???? ???? ? ?? ??? ????? ????? ???? ??? ?? ??? ???? ??? ??? ?? ??? ???? ???? ??? ??? ???? ???? ?? ?????? ??? ?????? ????? ?? ?? ???????? ?????????? ?? ??????? ????? ???? ?????? ???? ???? ??? ?? ??? ????? ??????? ? ??? ?? ??? ??? ???? ?? ??? ??? ???? ??? ??? ?? ????? ???? ???? ???? ????? ?? ??? ???? ??? ????? ????? ??? ???? ?? ????? ?????? ??? ??? ???????? ???? ? ??? ???? ??? ???? ???? ? ??? ?? ??? ? ?? ??? ????  2? ???   1230  1230 ? 0000  1230 ? ???? 128 kbps 32 kbps ???? ???	eval_incident
IL5_SN_000370_20170113_H0T00368G	New Ethiopian Music 2016 by Tarekegn Mulu Bebaytewar Gojo ?????? ??	unk
IL5_SN_000370_20151118_H0T0066U9	Watch Meleket Drama ???? – Episode 32 ???? ??? on AddisVideo  @AddisVideo #Ethiopia	unk
IL5_SN_000370_20170210_H0T0036XZ	RT @tekliamekonnen ??? ??? ???? ???? ???? ?? ???  #Eritre #Viva	nondomain
IL5_NW_020062_20150720_G0040EZ7S	???? ?????? 1993 ? ???? ???? ???? – 1? – 4? ??? ??????? ??? ????  ?? ? ???  ?? ???? ?????? ?????? ??? ??? ??? ??? ???? ? ??? ???? ?? ? ????? ???? ????? ? ?????? ???? ?? ???? ???? ? ?? ???? ???? ????? ????? ?????? ? ??????? ??? ???? – ?? ? ???  ?? ???? ?????? ?????? ??? ??? ??? ??? ???? ? ??? ???? ?? ? ????? ???? ????? ? ?????? ???? ?? ???? ???? ? ?? ???? ???? ????? ????? ?????? ? ???? ?? ?????? ?????? ? ???? ?? ? ?? ?? ?? ?? ????? ? ??? ??? ??? ? ???? ??? ????? ?????? ???? ???? ? ??? ???? ??? ??? ?? ? ???? ?????? ?????? ?? ? ???? ?? ?? ??? ????? ? ?? ???? ???? ? ?? ??? ?????? ???? ??? ??? ? ??? ????? ?? ?? ????? ????? ? ??????? ?????? ? ???? ?? ? ??? ???? ??? ???? ? ????? ????? ????? ? ???? ??? ??? ???? ? ?????? ?? ???? ??? ? ?? ?????? ???? ??? ? ?? ?? ? ??? ??? ?? ???? ?????? ????? ??? ????? ???????? ? ?? ???? ?? ??? ????? ??????? ? ?? ??? ???? ????? ????? ? ?? ???? ???? ??? ? ???? ? ?? ??? ???? ???? ? ???????? ?????? ??? ? ???? ?????? ? ?? ??????? ? ??? ??? ??? ????? ???? ? ?? ??? ???? ???? ???? ? ????? ????? ????? ??????? ? ????? ???? ?? ? ?? ??? ??? ?? ? ??? ??????? ? ?? ??? ?? ?????? ????? ? ????? ???? ?? ???? ???? ? ???? ?? ???? ?? ?? ? ?? ????? ? ?? ???? ???? ???? ?????? ? ??? ??????? ? ?? ??? ???? ???? ?? ??? ???? ??? ????? ??? ? ?? ??? ?????? ? ?????? ??? ?? ???? ??????? ???? ? ???? ???? ???? ???? ????? ?????? ?? ?	unk
IL5_NW_020062_20160501_G0040EYZB	???? ??? ????? ???? ????? ??? ????? ?????? ??? ?? ???? ???? ?? ???? ???? ??? ??? ???? ???? 27  2016 ?? ????? ???? ??? ? ?????? ????? ?? ???? ????? ????? ???? ?????? ??? ???? ?? ??? ????? ???? ????? ??? ????? ?????? ??? ?? ???? ???? ?? ???? ???? ??? ??? ???? ???? 27  2016 ?? ????? ???? ??? ? ?????? ????? ?? ???? ????? ????? ???? ?????? ??? ???? ?? ??? ??? ? wwwalmooregrimshawcomthen then press Ermias Mesfin  ?????	eval_incident
IL5_SN_000370_20160726_G0T0008MQ	????? ? ?????? ??? ???? ??? ???? ?? ???? ????  ?? ???? ??? ???? ?????? ??? ?????? ??? ???? ?? ?? ????? ??? ???	nondomain
IL5_SN_000370_20160415_G0T000FCN	@DrJillStein #DemDebate	unk
IL5_SN_000370_20170301_H0T0036LY	????? ??? ??? ????? ???? ?????? ????? ????? 21 ??? ??? ?????? ??? ???? ??????? ??????? ?? ???? ??? ??????	unk
IL5_WL_020083_20161028_G0040KZXK	??? ???? ??????? ???? ???? ???? ???? ??????  ??? ??? ? ???? ??????? ??? ????? ?????? ???? ????? ???????????? ?????? ????? ????? ???? ???? ????? ???????? ???? ?? ?? ???? ??? ????? ?????????? ??? ? ?? ??? ????? ??? ????? ? ???? ???? ?? ????? ????? ? ???? ? ???? ?? ??? ??????? ?????? ??? ???? ?????? ? ?????? ?? ????? ?? ??? ?? ???? ? ???? ????? ?? ????? ? ??? ?? 25 ???? ????? ???? ?	unk
IL5_SN_000370_20151223_G0T000A7U	????? ????? ??? ?? ?????? ?? ???? ???? 30 ???? ??? ????? ?????’? ??  #Eritrea #Ethiopia #VOA	eval_incident
IL5_SN_000370_20160721_H0T000Y70	#weyeyet ?????? “ ??? ” ???? ??? ??????	unk
IL5_SN_000370_20160218_H0T0066XU	@innercitypress @cbcmarkkelley @cbcfifth #cbcfifth #Canada	unk
IL5_SN_000370_20161006_H0T0067KV	???? ?? ?????? ????? ??? ???? ??? ????? ??? ???? ????? ????? ???  ??? ??? ??? ????? ?? ???? ???? ???? ??? ???	unk
IL5_SN_000370_20151209_G0T000AC9	??? ??? ???  WHO  ??? ???? ??? ??? ?? ????? ???  ?? ???? ?????? ???? ?? ???? ??? ????? ?? ?? ????? ?? ??? ???	indomain
IL5_SN_000370_20150526_H0T0066EB	Top 5  @AddisVideo #Ethiopia	unk
IL5_SN_000370_20150818_H0T0066MS	RT @DrTedros ?????? ????? ???? ?? ???? ?? ?????? ????	unk
IL5_SN_000370_20170201_H0T00683Q	????? ?????? ??? ???? ???? ??? #Eritrea #Ethiopia #VOATigrigna #VOA75 #VOA	unk
IL5_SN_000370_20151121_G0T000AIM	???  ???? ???? ?? ????  ?????  ??  ??? ? #Eritrea #VOA #Ethiopia	unk
IL5_NW_020060_20150515_G0040KR0H	58 ????? ???? ????? ?? ???? ??? 2007 ????? ??? ?? ????? ????? ????? ?? ?? ???? ???? ??? 61 ????? ???? ?? ??? ????? ????? ???? ?? ?????? ??? ???? ?????? ?? 58 ???? ???? ??? ??? ??? ???’? ? ???? ?????? ???? ???? ??? ??? ???? ??? ????? 501 ???? 270 ??? ?? ???? ??? 139 ????? ??? ????? ???? ????? ?????? ??? ? ????? ?? ??? ????? ?? ?? ??? ??? ???? ??? 12 ???? ??? ??? ???? ???? ? ??? ??????? ?? ?? ???? ??? ? ?????? ??? ????? ???? ???? ??? ?????? ???? ??? ??? ? ???? ?? ?? ????? ???? ??? ??? ??? ????? ????’? ???? ???? ????? ??? ???? ?? ???? ? ????? ????? ?????? ???? ????? ????? ?? ????? ??? ??? ???? ???? ??? ??? ?? ?? ?????? ???? ?? ???? ??? ????? ??? ?? ???? ???? ??? ??? ????? ????? ??? ??? ? ?? ??? 368 ???? ??? ???? ????? ?????’? ? ?? ?? ??? ???? ??? 4 ???? ??? ??? ? ???? ???? ??? ?????  00416  00416 ? 00000  00416 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_NW_020060_20160121_G0040KQVG	?? ???? ????? ??? ??? ???? 3 ??? ???? ???? 4 ?? ???? ???? — ?? ????? ?? ???? ??? ???? ???? ??? ?? ??? ?? ?? ???? ??? ???? ???? ?? ???’? ????? ???? ????????? ??? ????? ???? ?? ????? ?? ???? ????’? ????? ?? ??? ???? ?????? ?? ??? ????? ??? ?? ???? ?	unk
IL5_SN_000370_20160606_G0T00091F	?? ???? ??? ??? ??? ???? ??? ???? ?????? ?? ?? ???? ???? ???? 20 ??? ?? ????? ???? ? #Kenya #Protest #VOATigrigna	indomain
IL5_SN_000370_20160831_H0T0067CH	Mekuria Haile is sacked  source @danielberhane	unk
IL5_NW_020060_20161010_G0040KQTZ	?? ????? ????? ???? ??? ??? ?? ???? ???  ??? ???? ???? ??? ??? ?? ?? ?????  00712  00712 ? 00000  00712 ? ???? 128 kbps 384 kbps 32 kbps ???? ??? ?? ???? 93 ?? ????? ? ‘ ?? ??? ??? ???? ?? ? ???? ???????? ???? ?? ??? ???? ???? ???????? ???? ????? ???? ?? ????? ??????? ? ?????? ??? ???? ?? ? ???? ??? ??? ?? ??? ???? ?? ? ?? ??? ?????? ??? ??? ?? ????? ????’? ’ ??? ? ‘ ??? ??? ???? ??? ???? ?? ??? ???? ???? ?6 ???? ???? ’ ??? ??? ???? 3 ? ???? ? ?? ??? ???? ?? ??? ??????? ???? ???? ????’? ? ???? 93 ??? ???? 4 ? ? ?? ??? ?????? ?? ?? ????? ?????? ?????? ???????? ???? ???? ????’? ??? ? ????? ?? ????? 1 ? 25 ? 39 ??? ???? 1? 2? ? ????? ?? ???? 88 ?????? ???? ???? ??????? ???? ? ?? ????? ????? ? ????? ?? ??? ????’? ????’? ??? ‘ ??? ???? ’ ??? ??? ?? ? ‘ ????’? ??? ????? ???? ??????? ?? ??? ?? ??? ???? ’ ‘ ??? ???? ?????? ? ????? ?????? ????? ’ ‘ ????? ??????? ??? ??? ??????? ???? ???? ’ ‘ ????? ???? ????? ?? ??? ???? ’ ‘ ??? ??? ?? ???? ?????? ??? ?? ?? ??? ???? ???? ’ ??? ?	unk
IL5_SN_000370_20170218_H0T00687K		unk
IL5_SN_000370_20150713_G0T000B9E	??? ???? ???? ??? ???? ????? ?? ?? ??? ??? ????? ??? ????? ????? ??? ?????? ???? ???? ??? ????? ??? ??? ???? ???	nondomain
IL5_WL_020506_20160105_H0040ME7J	?? ??? ???? ?????? ???? ??? ?????? ????? ???? ??? ??????? ??? ??? ???? ??? ????? ? ?? ????? ???? ?? ???? ? ?? ??? ???? ?????? ???? ??? ?? ??? ??? ???? ??? ?? ??? ??? ???? ???? ????? ???? ???? ??? ???? ????? ?????? ???? ??? ?? ??? ???? ????? ????? ??? ?????? ???? ??? 100 ???? ????? ???? ?? ???? ?????? ????? ?? ????? ?? ??????? ??? ??? ?? ??? ??? ????? ?? ?????? ????? ???? ? ??? ?? ???? ?? ???? ? ??? ?? ???? ???? ????? ???? ??? ? ?? ?????? ????? ???? ??? ????? ????? ???? ???? ??????? ?? ??? ??? ?????? ????? ?????? ????? ??? ????? ??? ?? ??? ????? ?? ?? ?? ? ?? ???? ???? ??? ???? ???? ????? ???? ???? ???? ??????? ??? ??? ?? ?? ??? ??? ??? ????? ?? ???? ? ????? ????? ?????? ???? ?? ????? ?? ??? ????? ??? ????? ?? ???? ???? ? ?????? ??? ???? ???? ??? ?? ???? ??? ????? ???? ????? ???? ???? ????? ???? ?? ???? ????? ???? ?	eval_incident
IL5_SN_000370_20160716_H0T00584O	????? ????? ??? ???? ?????	unk
IL5_SN_000370_20160903_H0T0067DS	?? ???? ?????? ??? ?? ????? ?????? ??????  ???  ?? ?? ???  ?? ? ???? ????? ? ??? ????? ? ?? ????? ??? ????? ?????	unk
IL5_SN_000370_20161101_H0T0067P3	???? ????? ????? ?????? ???? ??? 1  ??? ??? ??????? ?? ????? ???? 2  ????? ????? ?? ??? ??? ??????? ?? ??? ??	unk
IL5_NW_020060_20150805_G0040EYM3	?? ???? ?????? ???? ????YALI  ????? ?????? ??????? ???? ????? ???? ??? ????? ???? ??????? ? ?????? ??? ????? ??? ?????? ??? ??? ????? ????? ?????? ???? ???? ????? ? Ethiopian Dawd Mohammed at YALI 2015 ????? ????? ????? ????? ?? ??? ????? ?????? ???? ? ?????? ?? ??? ??? ???? ? ?? ???? ???? ????? ?????? ?????? ???? ??? ??????? ?????? ????? ? Eritrean Tesfay Ghebreslasse at YALI 2015 ?? ????? ?? ???? ? ??? ?? ???? ????? ?????? ????? ????? ? ?? ????? ??? ???? ????????? ?????? ??? ? ?? ????? ????? ??? ?????? ??? ???? ???? Ethiopian and Eritrean Mandela Washington Fellows  1040  1040 ? 0000  1040 ? ???? 128 kbps 32 kbps ???? ???	unk
IL5_SN_000370_20161230_H0T0067XE	??  ???? ???? ????? ????  #USA #Israel #Palestine #Ethiopia #Eritrea #VOATigrigna	unk
IL5_SN_000370_20160101_G0T000A5H	2? ??? ?????? ????? ?? ?? ???? ?? ????  ?????? — ???? ??? ??? ???? ???? ??? ????? ??? ??? ????? ????? ???	nondomain
IL5_SN_000370_20160922_H0T0058IY	????? ????? ?? ??? ??? ??????? ??? ??? ????  ??? ??? ?????? ??? ??? ?? ???? ?????? ????? ?? ???? ??  ???? ????? ?????? ??? ???? ?? #Ethiopia	unk
IL5_SN_000370_20170219_H0T00687M	@ colinfurze’s ??? has zero chill ?	unk
IL5_SN_000370_20150618_H0T0066HG	???????? ???  ???? ?? ??????? ?? ?? ??? ??? ???? ? ???????? ???? ? ??? ??????? ??? ???? ???? ????? ??? ?? ??	unk
IL5_WL_020083_20160507_G0040IS6F	?? ??? ?????? ???? ??? ??? ??? ???? ?????? ?? ??? ?????? ???? ??? ??????? ????? ? ?? ?? ???? ???? ? ?? ???????? ????? ???? ????? ????? ?????? ???? ??? ??? ????? ? ?? ??? ?????? ???? ??? ????? ? ???? ???? ?? ???? ??? ???? ? ??? ???? ? ???? ???? ? ????? ????? ???? ??? ?? ???? ???? ? ????? ????? ??? ? ????? ????? ????? ???? ???? ??? ????? ? ???? ???? ????? ?????? ?? ???’? ? ??’? ??? ? ???? ????? ??? ???? ??? ??? ?????? ???? ? ????? ???? ??????? ??? ???? ???’? ?? ???? ? ????? ????’? ? ???? ????? ???? ??? ??? ???? ???? ??’? ?	unk
IL5_SN_000370_20170610_H0T006BEV	????? ???? ?? ????? ???? ??  ?? 2 2009 ??? ????? ??? ????????? ???? ?? ????? ????? ?? ? ?? ???? ??? ?? ?? 8	unk
